codigo_ipress,anio,mes,servicio_hospitalizacion,total_camas,CA_CAMAS,diferencia,diferencia_absoluta,diferencia_porcentual,estado_match,_archivo,_registro
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,16,1518.0,-1502.0,1502.0,-98.9459815546772,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,57,1518.0,-1461.0,1461.0,-96.24505928853755,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,12,1518.0,-1506.0,1506.0,-99.2094861660079,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,118,1518.0,-1400.0,1400.0,-92.22661396574439,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,48,1518.0,-1470.0,1470.0,-96.83794466403161,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,24,1518.0,-1494.0,1494.0,-98.41897233201581,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,109,1518.0,-1409.0,1409.0,-92.81949934123847,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA GINECOLOGIA ONCOLOGICA,24,1518.0,-1494.0,1494.0,-98.41897233201581,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,268,1518.0,-1250.0,1250.0,-82.34519104084322,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,33,1518.0,-1485.0,1485.0,-97.82608695652173,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,52,1518.0,-1466.0,1466.0,-96.57444005270092,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,24,1518.0,-1494.0,1494.0,-98.41897233201581,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN-PEDIATRÍA GENERAL-,41,1518.0,-1477.0,1477.0,-97.29907773386034,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,24,1518.0,-1494.0,1494.0,-98.41897233201581,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA ONCOLOGÍA PEDIÁTRICA,16,1518.0,-1502.0,1502.0,-98.9459815546772,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),61,1518.0,-1457.0,1457.0,-95.98155467720684,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI) CARDIOLOGIA,15,1518.0,-1503.0,1503.0,-99.01185770750988,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEONATOLOGÍA,31,1518.0,-1487.0,1487.0,-97.95783926218708,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,13,1518.0,-1505.0,1505.0,-99.14361001317523,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00008720,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),24,1518.0,-1494.0,1494.0,-98.41897233201581,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,30242.0
00018011,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,38,103.0,-65.0,65.0,-63.10679611650486,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23571.0
00018011,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,34,103.0,-69.0,69.0,-66.99029126213593,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23571.0
00018011,2022,11,HOSPITALIZACIÓN DE MEDICINA CARDIOLOGIA,38,103.0,-65.0,65.0,-63.10679611650486,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23571.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,45,411.0,-366.0,366.0,-89.05109489051095,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,10,411.0,-401.0,401.0,-97.5669099756691,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,12,411.0,-399.0,399.0,-97.08029197080292,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,22,411.0,-389.0,389.0,-94.64720194647201,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,10,411.0,-401.0,401.0,-97.5669099756691,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,17,411.0,-394.0,394.0,-95.86374695863748,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,77,411.0,-334.0,334.0,-81.26520681265207,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,16,411.0,-395.0,395.0,-96.10705596107056,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,25,411.0,-386.0,386.0,-93.91727493917274,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,14,411.0,-397.0,397.0,-96.59367396593674,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE MEDICINA CARDIOLOGIA,12,411.0,-399.0,399.0,-97.08029197080292,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,HOSPITALIZACIÓN DE MEDICINA NEUMOLOGÍA,23,411.0,-388.0,388.0,-94.40389294403893,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00013591,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),18,411.0,-393.0,393.0,-95.62043795620438,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,24314.0
00017024,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,70,595.0,-525.0,525.0,-88.23529411764706,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,17,595.0,-578.0,578.0,-97.14285714285714,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,27,595.0,-568.0,568.0,-95.46218487394958,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,111,595.0,-484.0,484.0,-81.34453781512605,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,12,595.0,-583.0,583.0,-97.98319327731092,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,128,595.0,-467.0,467.0,-78.4873949579832,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,13,595.0,-582.0,582.0,-97.81512605042016,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,24,595.0,-571.0,571.0,-95.96638655462185,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,16,595.0,-579.0,579.0,-97.3109243697479,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,16,595.0,-579.0,579.0,-97.3109243697479,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA GASTROENTEROLOGÍA,32,595.0,-563.0,563.0,-94.62184873949579,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA,17,595.0,-578.0,578.0,-97.14285714285714,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,HOSPITALIZACIÓN DE MEDICINA NEUMOLOGÍA,57,595.0,-538.0,538.0,-90.4201680672269,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI) CARDIOLOGIA,8,595.0,-587.0,587.0,-98.65546218487395,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00017024,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI) MEDICINA,10,595.0,-585.0,585.0,-98.31932773109243,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,23984.0
00010135,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,18,37.0,-19.0,19.0,-51.35135135135135,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31138.0
00010135,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,7,37.0,-30.0,30.0,-81.08108108108108,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31138.0
00010135,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,9,37.0,-28.0,28.0,-75.67567567567568,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31138.0
00010135,2022,11,HOSPITALIZACIÓN-PEDIATRÍA GENERAL-,3,37.0,-34.0,34.0,-91.8918918918919,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31138.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,12,1009.0,-997.0,997.0,-98.81070366699703,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DIGESTIVA,82,1009.0,-927.0,927.0,-91.87314172447968,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,14,1009.0,-995.0,995.0,-98.61248761149653,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TRANSPLANTES,19,1009.0,-990.0,990.0,-98.1169474727453,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,3,1009.0,-1006.0,1006.0,-99.70267591674926,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,10,1009.0,-999.0,999.0,-99.00891972249752,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,5,1009.0,-1004.0,1004.0,-99.50445986124876,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,22,1009.0,-987.0,987.0,-97.81962338949455,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,12,1009.0,-997.0,997.0,-98.81070366699703,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,70,1009.0,-939.0,939.0,-93.06243805748265,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,39,1009.0,-970.0,970.0,-96.13478691774033,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,27,1009.0,-982.0,982.0,-97.32408325074331,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,35,1009.0,-974.0,974.0,-96.53121902874133,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,256,1009.0,-753.0,753.0,-74.62834489593658,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,29,1009.0,-980.0,980.0,-97.1258671952428,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,16,1009.0,-993.0,993.0,-98.41427155599604,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA PSIQUIATRÍA DEL NIÑO Y DEL ADOLESCENTE,7,1009.0,-1002.0,1002.0,-99.30624380574827,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN MEDICINA PSIQUIATRÍA PISIQUIATRIA/ SALUD MENTAL Y ADICCIONES,3,1009.0,-1006.0,1006.0,-99.70267591674926,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,10,1009.0,-999.0,999.0,-99.00891972249752,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,8,1009.0,-1001.0,1001.0,-99.20713577799802,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA CARDIOLOGIA,8,1009.0,-1001.0,1001.0,-99.20713577799802,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA DERMATOLOGÍA,10,1009.0,-999.0,999.0,-99.00891972249752,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA ENDOCRINOLOGIA,11,1009.0,-998.0,998.0,-98.90981169474728,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA GASTROENTEROLOGÍA,32,1009.0,-977.0,977.0,-96.82854311199208,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA GERIATRIA,16,1009.0,-993.0,993.0,-98.41427155599604,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,21,1009.0,-988.0,988.0,-97.9187314172448,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA NEFROLOGIA,28,1009.0,-981.0,981.0,-97.22497522299307,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA NEUROLOGIA,19,1009.0,-990.0,990.0,-98.1169474727453,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA NEUMOLOGÍA,25,1009.0,-984.0,984.0,-97.52229930624381,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,HOSPITALIZACIÓN DE MEDICINA REUMATOLOGÍA,9,1009.0,-1000.0,1000.0,-99.10802775024777,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS,16,1009.0,-993.0,993.0,-98.41427155599604,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI) CARDIOLOGIA,18,1009.0,-991.0,991.0,-98.21605550049554,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEONATOLOGÍA,18,1009.0,-991.0,991.0,-98.21605550049554,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEUROQUIRÚRGICA,18,1009.0,-991.0,991.0,-98.21605550049554,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,8,1009.0,-1001.0,1001.0,-99.20713577799802,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) CARDIOVASCULAR,12,1009.0,-997.0,997.0,-98.81070366699703,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),18,1009.0,-991.0,991.0,-98.21605550049554,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS (UCIN) NEONATAL,13,1009.0,-996.0,996.0,-98.71159563924678,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS (UCIN) PEDIÁTRICOS,18,1009.0,-991.0,991.0,-98.21605550049554,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00009251,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE QUEMADOS (GRAN QUEMADO),12,1009.0,-997.0,997.0,-98.81070366699703,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,35145.0
00006212,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,7,54.0,-47.0,47.0,-87.03703703703704,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,5,54.0,-49.0,49.0,-90.74074074074075,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,5,54.0,-49.0,49.0,-90.74074074074075,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,14,54.0,-40.0,40.0,-74.07407407407408,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,HOSPITALIZACIÓN-PEDIATRÍA GENERAL-,11,54.0,-43.0,43.0,-79.62962962962963,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) NEONATOLOGÍA,4,54.0,-50.0,50.0,-92.5925925925926,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00006212,2022,11,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,8,54.0,-46.0,46.0,-85.18518518518519,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,25978.0
00005947,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,15,67.0,-52.0,52.0,-77.61194029850746,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,5,67.0,-62.0,62.0,-92.53731343283582,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,1,67.0,-66.0,66.0,-98.50746268656717,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,4,67.0,-63.0,63.0,-94.02985074626866,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,17,67.0,-50.0,50.0,-74.6268656716418,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,12,67.0,-55.0,55.0,-82.08955223880598,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN-PEDIATRÍA GENERAL-,7,67.0,-60.0,60.0,-89.55223880597015,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00005947,2022,11,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,5,67.0,-62.0,62.0,-92.53731343283582,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,31315.0
00006211,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,20,122.0,-102.0,102.0,-83.60655737704919,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33006.0
00006211,2022,11,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,5,122.0,-117.0,117.0,-95.90163934426229,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33006.0
00006211,2022,11,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,18,122.0,-104.0,104.0,-85.24590163934425,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33006.0
00006211,2022,11,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,34,122.0,-88.0,88.0,-72.1311475409836,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33006.0
00006211,2022,11,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,7,122.0,-115.0,115.0,-94.26229508196722,unico,data\raw\Capacidad\ConsultaA_Recursos_Salud_2022_v24.csv,33006.0
