codigo_ipress,anio,mes,departamento,provincia,distrito,sector,categoria,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,_archivo,_registro
00008353,2024,6,LIMA,LIMA,ATE,ESSALUD,II-1,66,105,23,96,data\raw\Capacidad\ConsultaA_2024_v22.csv,14183
00005947,2024,6,LIMA,LIMA,LURIGANCHO,MINSA,II-2,63,161,9,142,data\raw\Capacidad\ConsultaA_2024_v22.csv,14184
00010751,2024,3,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,247,223,25,251,data\raw\Capacidad\ConsultaA_2024_v22.csv,14333
00010135,2024,3,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,54,143,10,100,data\raw\Capacidad\ConsultaA_2024_v22.csv,14435
00008318,2024,3,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,40,89,6,70,data\raw\Capacidad\ConsultaA_2024_v22.csv,14445
00008489,2024,3,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,86,243,32,169,data\raw\Capacidad\ConsultaA_2024_v22.csv,14558
00014718,2024,5,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,24,26,1,38,data\raw\Capacidad\ConsultaA_2024_v22.csv,14746
00008489,2024,4,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,83,239,32,169,data\raw\Capacidad\ConsultaA_2024_v22.csv,14844
00007632,2024,3,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,114,128,55,209,data\raw\Capacidad\ConsultaA_2024_v22.csv,15155
00012923,2024,6,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,7,0,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,15176
00008720,2024,3,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1537,1603,413,1668,data\raw\Capacidad\ConsultaA_2024_v22.csv,15285
00006217,2024,3,LIMA,LIMA,LIMA,MINSA,III-2,7,89,18,79,data\raw\Capacidad\ConsultaA_2024_v22.csv,15391
00005946,2024,3,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,597,512,240,657,data\raw\Capacidad\ConsultaA_2024_v22.csv,15413
00010135,2024,5,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,54,142,7,99,data\raw\Capacidad\ConsultaA_2024_v22.csv,15464
00006217,2024,5,LIMA,LIMA,LIMA,MINSA,III-2,7,89,18,68,data\raw\Capacidad\ConsultaA_2024_v22.csv,15574
00006215,2024,5,LIMA,LIMA,LIMA,MINSA,III-E,179,328,103,311,data\raw\Capacidad\ConsultaA_2024_v22.csv,15713
00006208,2024,5,LIMA,LIMA,LIMA,MINSA,III-2,397,319,72,459,data\raw\Capacidad\ConsultaA_2024_v22.csv,15735
00005947,2024,4,LIMA,LIMA,LURIGANCHO,MINSA,II-2,63,159,11,139,data\raw\Capacidad\ConsultaA_2024_v22.csv,16208
00008317,2024,4,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,212,11,99,data\raw\Capacidad\ConsultaA_2024_v22.csv,16250
00033381,2024,4,LIMA,LIMA,ATE,MINSA,III-E,252,306,54,436,data\raw\Capacidad\ConsultaA_2024_v22.csv,16255
00009188,2024,4,LIMA,LIMA,LIMA,ESSALUD,II-1,50,92,0,71,data\raw\Capacidad\ConsultaA_2024_v22.csv,16424
00013914,2024,4,LIMA,LIMA,RIMAC,SANIDAD DEL EJERCITO DEL PERU,I-4,4,10,0,14,data\raw\Capacidad\ConsultaA_2024_v22.csv,16445
00006212,2024,4,LIMA,LIMA,LA VICTORIA,MINSA,III-E,57,145,11,141,data\raw\Capacidad\ConsultaA_2024_v22.csv,16446
00018011,2024,4,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,116,180,40,273,data\raw\Capacidad\ConsultaA_2024_v22.csv,16461
00005948,2024,5,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,81,32,84,data\raw\Capacidad\ConsultaA_2024_v22.csv,16532
00013914,2024,6,LIMA,LIMA,RIMAC,SANIDAD DEL EJERCITO DEL PERU,I-4,4,8,0,16,data\raw\Capacidad\ConsultaA_2024_v22.csv,16754
00010098,2024,5,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,49,0,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,16864
00023159,2024,5,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,260,466,37,481,data\raw\Capacidad\ConsultaA_2024_v22.csv,16866
00012923,2024,4,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,7,0,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,17050
00008318,2024,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,42,84,5,69,data\raw\Capacidad\ConsultaA_2024_v22.csv,17073
00027565,2024,4,LIMA,LIMA,COMAS,ESSALUD,II-1,122,194,12,183,data\raw\Capacidad\ConsultaA_2024_v22.csv,17153
00033381,2024,5,LIMA,LIMA,ATE,MINSA,III-E,252,306,54,436,data\raw\Capacidad\ConsultaA_2024_v22.csv,17293
00008720,2024,5,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1537,1603,413,1659,data\raw\Capacidad\ConsultaA_2024_v22.csv,17295
00006211,2024,5,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,129,294,50,294,data\raw\Capacidad\ConsultaA_2024_v22.csv,17300
00007634,2024,5,LIMA,LIMA,COMAS,MINSA,III-1,289,252,116,272,data\raw\Capacidad\ConsultaA_2024_v22.csv,17303
00008502,2024,5,LIMA,LIMA,LIMA,ESSALUD,II-2,156,402,82,249,data\raw\Capacidad\ConsultaA_2024_v22.csv,17521
00008489,2024,5,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,85,241,30,169,data\raw\Capacidad\ConsultaA_2024_v22.csv,17537
00008564,2024,4,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,49,94,0,82,data\raw\Capacidad\ConsultaA_2024_v22.csv,17633
00005946,2024,4,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,597,508,240,653,data\raw\Capacidad\ConsultaA_2024_v22.csv,17678
00005948,2024,4,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,82,30,84,data\raw\Capacidad\ConsultaA_2024_v22.csv,17789
00010098,2024,4,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,48,0,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,17791
00009251,2024,3,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1117,1170,0,1125,data\raw\Capacidad\ConsultaA_2024_v22.csv,17901
00008317,2024,3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,212,11,99,data\raw\Capacidad\ConsultaA_2024_v22.csv,18164
00007733,2024,6,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,86,132,53,78,data\raw\Capacidad\ConsultaA_2024_v22.csv,18207
00008318,2024,6,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,42,84,5,69,data\raw\Capacidad\ConsultaA_2024_v22.csv,18283
00008317,2024,6,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,211,11,97,data\raw\Capacidad\ConsultaA_2024_v22.csv,18327
00006215,2024,4,LIMA,LIMA,LIMA,MINSA,III-E,177,336,110,303,data\raw\Capacidad\ConsultaA_2024_v22.csv,18394
00007633,2024,4,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,391,438,297,663,data\raw\Capacidad\ConsultaA_2024_v22.csv,18456
00013591,2024,3,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,343,540,199,399,data\raw\Capacidad\ConsultaA_2024_v22.csv,18486
00013591,2024,10,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,536,171,450,data\raw\Capacidad\ConsultaA_2024_v22.csv,18667
00008353,2024,4,LIMA,LIMA,ATE,ESSALUD,II-1,66,110,23,96,data\raw\Capacidad\ConsultaA_2024_v22.csv,18936
00008317,2024,8,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,209,11,105,data\raw\Capacidad\ConsultaA_2024_v22.csv,18964
00008317,2024,9,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,43,211,11,98,data\raw\Capacidad\ConsultaA_2024_v22.csv,19102
00007632,2024,9,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,111,130,55,215,data\raw\Capacidad\ConsultaA_2024_v22.csv,19275
00010098,2024,10,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,45,0,66,data\raw\Capacidad\ConsultaA_2024_v22.csv,19354
00005948,2024,11,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,89,36,77,data\raw\Capacidad\ConsultaA_2024_v22.csv,19399
00018011,2024,12,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,120,191,40,280,data\raw\Capacidad\ConsultaA_2024_v22.csv,19495
00007632,2024,10,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,111,132,55,215,data\raw\Capacidad\ConsultaA_2024_v22.csv,19529
00016094,2024,11,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,76,23,0,68,data\raw\Capacidad\ConsultaA_2024_v22.csv,19704
00005883,2024,12,LIMA,LIMA,ATE,MINSA,II-1,50,105,0,103,data\raw\Capacidad\ConsultaA_2024_v22.csv,19719
00013591,2024,11,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,530,171,435,data\raw\Capacidad\ConsultaA_2024_v22.csv,19770
00005883,2024,7,LIMA,LIMA,ATE,MINSA,II-1,50,94,0,97,data\raw\Capacidad\ConsultaA_2024_v22.csv,19813
00016094,2024,9,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,76,17,0,67,data\raw\Capacidad\ConsultaA_2024_v22.csv,19898
00010098,2024,8,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,46,0,66,data\raw\Capacidad\ConsultaA_2024_v22.csv,20106
00005617,2024,9,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,82,223,23,311,data\raw\Capacidad\ConsultaA_2024_v22.csv,20421
00006210,2024,9,LIMA,LIMA,SURQUILLO,MINSA,III-2,451,239,202,516,data\raw\Capacidad\ConsultaA_2024_v22.csv,20435
00008720,2024,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1537,1593,413,1683,data\raw\Capacidad\ConsultaA_2024_v22.csv,20519
00006217,2024,6,LIMA,LIMA,LIMA,MINSA,III-2,7,84,18,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,20564
00010098,2024,9,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,47,0,66,data\raw\Capacidad\ConsultaA_2024_v22.csv,20830
00013591,2024,9,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,486,135,392,data\raw\Capacidad\ConsultaA_2024_v22.csv,21194
00007734,2024,9,LIMA,LIMA,CHORRILLOS,MINSA,III-E,36,100,23,51,data\raw\Capacidad\ConsultaA_2024_v22.csv,21256
00027565,2024,9,LIMA,LIMA,COMAS,ESSALUD,II-1,108,201,12,196,data\raw\Capacidad\ConsultaA_2024_v22.csv,21415
00018011,2024,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,118,179,40,272,data\raw\Capacidad\ConsultaA_2024_v22.csv,21590
00008502,2024,7,LIMA,LIMA,LIMA,ESSALUD,II-2,168,400,81,254,data\raw\Capacidad\ConsultaA_2024_v22.csv,21652
00005946,2024,8,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,595,530,261,652,data\raw\Capacidad\ConsultaA_2024_v22.csv,21687
00023159,2024,9,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,260,481,33,480,data\raw\Capacidad\ConsultaA_2024_v22.csv,21861
00007734,2024,8,LIMA,LIMA,CHORRILLOS,MINSA,III-E,36,103,21,47,data\raw\Capacidad\ConsultaA_2024_v22.csv,21990
00012923,2024,8,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,5,0,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,21995
00006214,2024,8,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-E,590,88,27,115,data\raw\Capacidad\ConsultaA_2024_v22.csv,22033
00006209,2024,6,LIMA,LIMA,LIMA,MINSA,III-2,130,101,42,135,data\raw\Capacidad\ConsultaA_2024_v22.csv,22101
00014718,2024,9,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,26,26,0,38,data\raw\Capacidad\ConsultaA_2024_v22.csv,22194
00006215,2024,7,LIMA,LIMA,LIMA,MINSA,III-E,181,311,76,306,data\raw\Capacidad\ConsultaA_2024_v22.csv,22384
00008720,2024,7,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1537,1526,413,1755,data\raw\Capacidad\ConsultaA_2024_v22.csv,22736
00010135,2024,8,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,46,148,10,128,data\raw\Capacidad\ConsultaA_2024_v22.csv,22780
00006214,2024,9,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-E,590,88,27,116,data\raw\Capacidad\ConsultaA_2024_v22.csv,22972
00008741,2024,9,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,64,96,3,90,data\raw\Capacidad\ConsultaA_2024_v22.csv,23030
00013591,2024,6,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,499,140,385,data\raw\Capacidad\ConsultaA_2024_v22.csv,23091
00012923,2024,7,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,7,0,7,data\raw\Capacidad\ConsultaA_2024_v22.csv,23177
00005948,2024,9,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,90,37,84,data\raw\Capacidad\ConsultaA_2024_v22.csv,23366
00006211,2024,9,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,143,301,60,292,data\raw\Capacidad\ConsultaA_2024_v22.csv,23415
00009188,2024,9,LIMA,LIMA,LIMA,ESSALUD,II-1,50,90,0,87,data\raw\Capacidad\ConsultaA_2024_v22.csv,23416
00006208,2024,8,LIMA,LIMA,LIMA,MINSA,III-2,331,335,82,505,data\raw\Capacidad\ConsultaA_2024_v22.csv,23482
00006207,2024,8,LIMA,LIMA,LIMA,MINSA,III-1,607,706,296,455,data\raw\Capacidad\ConsultaA_2024_v22.csv,23673
00013591,2024,8,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,510,144,459,data\raw\Capacidad\ConsultaA_2024_v22.csv,23680
00016094,2024,7,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,72,23,0,67,data\raw\Capacidad\ConsultaA_2024_v22.csv,23886
00008353,2024,8,LIMA,LIMA,ATE,ESSALUD,II-1,66,111,14,109,data\raw\Capacidad\ConsultaA_2024_v22.csv,23943
00006211,2024,8,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,142,294,73,291,data\raw\Capacidad\ConsultaA_2024_v22.csv,24042
00009251,2024,7,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1116,1081,228,1172,data\raw\Capacidad\ConsultaA_2024_v22.csv,24071
00006208,2024,7,LIMA,LIMA,LIMA,MINSA,III-2,397,319,72,459,data\raw\Capacidad\ConsultaA_2024_v22.csv,24075
00006216,2024,8,LIMA,LIMA,BREÑA,MINSA,III-2,391,354,112,621,data\raw\Capacidad\ConsultaA_2024_v22.csv,24168
00006207,2024,9,LIMA,LIMA,LIMA,MINSA,III-1,607,706,296,455,data\raw\Capacidad\ConsultaA_2024_v22.csv,24269
00006215,2024,8,LIMA,LIMA,LIMA,MINSA,III-E,178,349,114,300,data\raw\Capacidad\ConsultaA_2024_v22.csv,24276
00017024,2024,8,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,216,56,390,data\raw\Capacidad\ConsultaA_2024_v22.csv,24277
00006207,2024,6,LIMA,LIMA,LIMA,MINSA,III-1,604,717,281,487,data\raw\Capacidad\ConsultaA_2024_v22.csv,24305
00018011,2024,8,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,116,180,40,274,data\raw\Capacidad\ConsultaA_2024_v22.csv,24385
00006217,2024,8,LIMA,LIMA,LIMA,MINSA,III-2,7,111,29,76,data\raw\Capacidad\ConsultaA_2024_v22.csv,24390
00010751,2024,6,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,229,223,25,251,data\raw\Capacidad\ConsultaA_2024_v22.csv,24487
00016918,2024,9,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,486,88,502,data\raw\Capacidad\ConsultaA_2024_v22.csv,24599
00006210,2024,7,LIMA,LIMA,SURQUILLO,MINSA,III-2,439,243,167,522,data\raw\Capacidad\ConsultaA_2024_v22.csv,24810
00007633,2024,7,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,380,435,297,659,data\raw\Capacidad\ConsultaA_2024_v22.csv,24823
00009188,2024,8,LIMA,LIMA,LIMA,ESSALUD,II-1,50,90,0,87,data\raw\Capacidad\ConsultaA_2024_v22.csv,24874
00006217,2024,7,LIMA,LIMA,LIMA,MINSA,III-2,7,76,18,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,24890
00010434,2024,8,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,180,51,7,114,data\raw\Capacidad\ConsultaA_2024_v22.csv,24929
00010098,2024,6,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,49,0,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,24953
00005617,2024,6,LIMA,LIMA,SAN JUAN DE LURIGANCHO,MINSA,II-2,82,226,23,309,data\raw\Capacidad\ConsultaA_2024_v22.csv,24954
00006212,2024,9,LIMA,LIMA,LA VICTORIA,MINSA,III-E,56,162,17,154,data\raw\Capacidad\ConsultaA_2024_v22.csv,25047
00008502,2024,9,LIMA,LIMA,LIMA,ESSALUD,II-2,168,398,79,273,data\raw\Capacidad\ConsultaA_2024_v22.csv,25071
00023159,2024,7,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,260,469,25,476,data\raw\Capacidad\ConsultaA_2024_v22.csv,25129
00008353,2024,7,LIMA,LIMA,ATE,ESSALUD,II-1,66,112,14,109,data\raw\Capacidad\ConsultaA_2024_v22.csv,25139
00017024,2024,6,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,216,91,394,data\raw\Capacidad\ConsultaA_2024_v22.csv,25255
00010098,2024,7,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,50,0,66,data\raw\Capacidad\ConsultaA_2024_v22.csv,25336
00009251,2024,8,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1116,1083,228,1213,data\raw\Capacidad\ConsultaA_2024_v22.csv,25353
00005947,2024,7,LIMA,LIMA,LURIGANCHO,MINSA,II-2,63,163,8,142,data\raw\Capacidad\ConsultaA_2024_v22.csv,25615
00006208,2024,9,LIMA,LIMA,LIMA,MINSA,III-2,331,335,82,505,data\raw\Capacidad\ConsultaA_2024_v22.csv,25839
00033381,2024,8,LIMA,LIMA,ATE,MINSA,III-E,252,306,54,436,data\raw\Capacidad\ConsultaA_2024_v22.csv,25937
00005948,2024,6,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,78,23,85,data\raw\Capacidad\ConsultaA_2024_v22.csv,25987
00033381,2024,3,LIMA,LIMA,ATE,MINSA,III-E,252,306,54,436,data\raw\Capacidad\ConsultaA_2024_v22.csv,26416
00006210,2024,3,LIMA,LIMA,SURQUILLO,MINSA,III-2,428,239,171,523,data\raw\Capacidad\ConsultaA_2024_v22.csv,26431
00014718,2024,4,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,25,23,0,36,data\raw\Capacidad\ConsultaA_2024_v22.csv,26466
00007634,2024,3,LIMA,LIMA,COMAS,MINSA,III-1,289,246,116,271,data\raw\Capacidad\ConsultaA_2024_v22.csv,26603
00005883,2024,4,LIMA,LIMA,ATE,MINSA,II-1,58,101,1,94,data\raw\Capacidad\ConsultaA_2024_v22.csv,26604
00008318,2024,4,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,40,89,6,70,data\raw\Capacidad\ConsultaA_2024_v22.csv,26655
00007634,2024,4,LIMA,LIMA,COMAS,MINSA,III-1,289,250,116,271,data\raw\Capacidad\ConsultaA_2024_v22.csv,26864
00006212,2024,3,LIMA,LIMA,LA VICTORIA,MINSA,III-E,57,145,14,141,data\raw\Capacidad\ConsultaA_2024_v22.csv,26911
00010751,2024,4,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,229,223,25,251,data\raw\Capacidad\ConsultaA_2024_v22.csv,26929
00006211,2024,4,LIMA,LIMA,PUEBLO LIBRE,MINSA,III-1,126,289,50,291,data\raw\Capacidad\ConsultaA_2024_v22.csv,27133
00016918,2024,5,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,459,109,528,data\raw\Capacidad\ConsultaA_2024_v22.csv,27210
00005987,2024,3,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,352,258,197,535,data\raw\Capacidad\ConsultaA_2024_v22.csv,27227
00005948,2024,3,LIMA,LIMA,SANTA ANITA,MINSA,III-E,209,79,30,84,data\raw\Capacidad\ConsultaA_2024_v22.csv,27228
00006206,2024,3,LIMA,LIMA,LIMA,MINSA,III-1,505,442,198,222,data\raw\Capacidad\ConsultaA_2024_v22.csv,27232
00013914,2024,5,LIMA,LIMA,RIMAC,SANIDAD DEL EJERCITO DEL PERU,I-4,4,8,0,16,data\raw\Capacidad\ConsultaA_2024_v22.csv,27428
00005987,2024,5,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,367,268,196,518,data\raw\Capacidad\ConsultaA_2024_v22.csv,27486
00014718,2024,6,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,24,24,0,37,data\raw\Capacidad\ConsultaA_2024_v22.csv,27588
00033381,2024,6,LIMA,LIMA,ATE,MINSA,III-E,252,306,54,436,data\raw\Capacidad\ConsultaA_2024_v22.csv,27590
00009251,2024,5,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,1121,1164,306,1117,data\raw\Capacidad\ConsultaA_2024_v22.csv,27712
00006207,2024,3,LIMA,LIMA,LIMA,MINSA,III-1,607,646,223,484,data\raw\Capacidad\ConsultaA_2024_v22.csv,27849
00016918,2024,3,LIMA,LIMA,SAN BORJA,MINSA,III-2,241,419,123,528,data\raw\Capacidad\ConsultaA_2024_v22.csv,27977
00007633,2024,3,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,391,469,297,663,data\raw\Capacidad\ConsultaA_2024_v22.csv,27981
00006215,2024,3,LIMA,LIMA,LIMA,MINSA,III-E,179,331,104,303,data\raw\Capacidad\ConsultaA_2024_v22.csv,27989
00006210,2024,5,LIMA,LIMA,SURQUILLO,MINSA,III-2,436,243,171,520,data\raw\Capacidad\ConsultaA_2024_v22.csv,28177
00010434,2024,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,180,55,13,111,data\raw\Capacidad\ConsultaA_2024_v22.csv,28183
00006206,2024,5,LIMA,LIMA,LIMA,MINSA,III-1,484,452,183,210,data\raw\Capacidad\ConsultaA_2024_v22.csv,28202
00010751,2024,5,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,229,223,25,251,data\raw\Capacidad\ConsultaA_2024_v22.csv,28240
00017024,2024,5,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,216,91,394,data\raw\Capacidad\ConsultaA_2024_v22.csv,28250
00027565,2024,5,LIMA,LIMA,COMAS,ESSALUD,II-1,122,208,12,187,data\raw\Capacidad\ConsultaA_2024_v22.csv,28251
00017024,2024,3,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,216,91,390,data\raw\Capacidad\ConsultaA_2024_v22.csv,28646
00008502,2024,4,LIMA,LIMA,LIMA,ESSALUD,II-2,158,370,82,250,data\raw\Capacidad\ConsultaA_2024_v22.csv,28715
00012923,2024,2,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,7,0,8,data\raw\Capacidad\ConsultaA_2024_v22.csv,28791
00023159,2024,3,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,260,467,34,479,data\raw\Capacidad\ConsultaA_2024_v22.csv,28943
00008502,2024,3,LIMA,LIMA,LIMA,ESSALUD,II-2,163,370,82,253,data\raw\Capacidad\ConsultaA_2024_v22.csv,29167
00006214,2024,4,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-E,590,73,27,118,data\raw\Capacidad\ConsultaA_2024_v22.csv,29218
00023159,2024,4,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-2,260,467,33,479,data\raw\Capacidad\ConsultaA_2024_v22.csv,29219
00006210,2024,4,LIMA,LIMA,SURQUILLO,MINSA,III-2,430,238,171,514,data\raw\Capacidad\ConsultaA_2024_v22.csv,29240
00017024,2024,4,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,376,216,91,392,data\raw\Capacidad\ConsultaA_2024_v22.csv,29247
00006209,2024,3,LIMA,LIMA,LIMA,MINSA,III-2,131,95,42,135,data\raw\Capacidad\ConsultaA_2024_v22.csv,29264
00006208,2024,3,LIMA,LIMA,LIMA,MINSA,III-2,397,319,72,459,data\raw\Capacidad\ConsultaA_2024_v22.csv,29266
00006207,2024,4,LIMA,LIMA,LIMA,MINSA,III-1,604,715,289,460,data\raw\Capacidad\ConsultaA_2024_v22.csv,29381
00007734,2024,2,LIMA,LIMA,CHORRILLOS,MINSA,III-E,46,90,23,27,data\raw\Capacidad\ConsultaA_2024_v22.csv,29541
00010098,2024,3,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,15,47,0,65,data\raw\Capacidad\ConsultaA_2024_v22.csv,29644
00005946,2024,5,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,587,508,240,652,data\raw\Capacidad\ConsultaA_2024_v22.csv,29677
00013591,2024,5,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,355,539,199,396,data\raw\Capacidad\ConsultaA_2024_v22.csv,29830
00006207,2024,5,LIMA,LIMA,LIMA,MINSA,III-1,608,709,293,480,data\raw\Capacidad\ConsultaA_2024_v22.csv,29831
00006216,2024,4,LIMA,LIMA,BREÑA,MINSA,III-2,387,351,60,625,data\raw\Capacidad\ConsultaA_2024_v22.csv,30013
