codigo_ipress,anio,mes,departamento,provincia,distrito,sector,categoria,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,_archivo,_registro
00023159,2018,2,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-E,126,212,0,269,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1512
00005987,2018,4,LIMA,LIMA,SAN JUAN DE MIRAFLORES,MINSA,III-1,366,474,193,341,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1514
00014718,2018,2,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,40,27,0,33,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1603
00010098,2018,5,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,20,38,1,59,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1714
00008317,2018,3,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,52,118,12,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1735
00008317,2018,4,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,52,107,12,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1739
00010434,2018,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,142,38,15,77,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1785
00008318,2018,5,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,46,86,4,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1801
00017024,2018,3,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,573,256,90,429,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1849
00008318,2018,3,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,55,86,0,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1884
00006210,2018,4,LIMA,LIMA,SURQUILLO,MINSA,III-2,418,228,171,505,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1957
00008671,2018,5,LIMA,LIMA,COMAS,ESSALUD,II-1,111,133,0,115,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1965
00007733,2018,5,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,96,102,44,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1966
00005947,2018,5,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,129,9,103,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,1982
00008502,2018,5,LIMA,LIMA,LIMA,ESSALUD,II-2,228,343,92,207,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2009
00010751,2018,4,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,283,273,18,234,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2066
00007632,2018,4,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,102,140,37,155,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2210
00006213,2018,4,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,133,28,171,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2211
00008720,2018,6,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1505,1850,514,1712,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2305
00023159,2018,1,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-E,126,217,0,242,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2362
00008353,2018,3,LIMA,LIMA,ATE,ESSALUD,II-1,68,106,24,89,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2417
00008502,2018,3,LIMA,LIMA,LIMA,ESSALUD,II-2,229,340,91,203,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2418
00016094,2018,5,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,34,0,37,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2440
00016918,2018,5,LIMA,LIMA,SAN BORJA,MINSA,III-2,236,364,68,474,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2450
00010098,2018,2,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,20,38,1,58,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2488
00008564,2018,5,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,47,89,0,75,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2547
00006216,2018,4,LIMA,LIMA,BREÑA,MINSA,III-2,379,368,30,569,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2567
00013591,2018,5,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,340,470,221,372,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2591
00005945,2018,5,LIMA,LIMA,ATE,MINSA,II-1,78,175,44,135,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2599
00012923,2018,4,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,5,0,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2678
00008489,2018,4,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,86,199,0,145,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2684
00018011,2018,1,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,110,137,44,224,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2708
00008489,2018,1,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,87,188,3,141,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2714
00006207,2018,3,LIMA,LIMA,LIMA,MINSA,III-1,561,420,217,489,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2733
00016918,2018,1,LIMA,LIMA,SAN BORJA,MINSA,III-2,222,327,43,474,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2797
00008671,2018,1,LIMA,LIMA,COMAS,ESSALUD,II-1,105,123,0,115,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2817
00008564,2018,3,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,42,93,0,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2830
00010098,2018,1,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,20,40,0,56,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2890
00010434,2018,2,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,164,38,15,77,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,2911
00005945,2018,2,LIMA,LIMA,ATE,MINSA,II-1,78,181,44,136,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3035
00007632,2018,3,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,102,140,37,155,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3046
00008720,2018,5,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1505,1848,515,1711,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3249
00006213,2018,1,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,148,28,158,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3261
00007634,2018,5,LIMA,LIMA,COMAS,MINSA,III-1,271,207,114,239,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3332
00008564,2018,1,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,45,86,0,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3419
00008741,2018,1,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,54,77,3,71,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3420
00008317,2018,2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,53,108,12,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3446
00008318,2018,2,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,55,90,4,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3455
00010135,2018,4,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,50,109,7,70,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3516
00010135,2018,2,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,50,106,7,65,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3571
00006206,2018,2,LIMA,LIMA,LIMA,MINSA,III-1,656,376,161,308,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3574
00007632,2018,5,LIMA,LIMA,PUENTE PIEDRA,MINSA,II-2,102,137,37,157,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3633
00007733,2018,1,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,79,97,44,58,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3739
00010434,2018,4,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,142,38,15,77,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3860
00008502,2018,4,LIMA,LIMA,LIMA,ESSALUD,II-2,228,340,92,210,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3866
00018011,2018,5,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,111,142,44,223,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,3927
00006216,2018,1,LIMA,LIMA,BREÑA,MINSA,III-2,386,373,26,574,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4020
00008502,2018,1,LIMA,LIMA,LIMA,ESSALUD,II-2,230,340,90,203,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4026
00007734,2018,1,LIMA,LIMA,CHORRILLOS,MINSA,III-2,36,101,23,23,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4028
00006206,2018,3,LIMA,LIMA,LIMA,MINSA,III-1,649,381,158,308,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4141
00006207,2018,4,LIMA,LIMA,LIMA,MINSA,III-1,657,410,226,487,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4154
00006212,2018,2,LIMA,LIMA,LA VICTORIA,MINSA,III-E,42,119,4,128,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4216
00010751,2018,2,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,283,273,18,234,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4218
00023159,2018,5,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-E,126,236,0,169,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4258
00012923,2018,6,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,5,0,10,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4262
00017024,2018,5,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,573,260,90,433,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4263
00016094,2018,4,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,26,0,29,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4298
00008720,2018,3,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1505,1858,516,1711,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4366
00006208,2018,2,LIMA,LIMA,LIMA,MINSA,III-2,403,266,68,382,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4478
00016918,2018,3,LIMA,LIMA,SAN BORJA,MINSA,III-2,222,366,54,474,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4488
00006217,2018,3,LIMA,LIMA,LIMA,MINSA,III-2,11,108,27,55,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4509
00007633,2018,2,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,376,693,354,418,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4601
00006208,2018,4,LIMA,LIMA,LIMA,MINSA,III-2,398,264,68,377,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4636
00008318,2018,4,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,46,90,3,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4645
00008564,2018,4,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,43,93,0,75,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4697
00008720,2018,4,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1505,1857,515,1709,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4791
00008317,2018,5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ESSALUD,II-1,52,106,12,74,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4801
00007634,2018,2,LIMA,LIMA,COMAS,MINSA,III-1,341,207,114,239,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4824
00010434,2018,1,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,164,37,15,77,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4866
00006206,2018,4,LIMA,LIMA,LIMA,MINSA,III-1,668,388,156,303,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4888
00018011,2018,4,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,110,142,44,224,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4890
00016094,2018,1,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,36,0,27,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4917
00009188,2018,1,LIMA,LIMA,LIMA,ESSALUD,II-1,49,89,4,56,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,4926
00007733,2018,2,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,79,94,44,59,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5014
00008720,2018,2,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,1505,1887,516,1706,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5035
00013591,2018,3,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,334,467,212,374,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5133
00012923,2018,2,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,8,0,7,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5160
00012923,2018,3,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,5,0,6,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5195
00005945,2018,3,LIMA,LIMA,ATE,MINSA,II-1,78,179,44,136,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5200
00009251,2018,4,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,955,1307,414,1100,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5339
00006208,2018,5,LIMA,LIMA,LIMA,MINSA,III-2,398,267,68,387,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5341
00007633,2018,5,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-1,370,689,354,418,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5342
00017024,2018,1,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,573,247,90,437,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5394
00006217,2018,2,LIMA,LIMA,LIMA,MINSA,III-2,11,108,27,55,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5465
00008671,2018,3,LIMA,LIMA,COMAS,ESSALUD,II-1,105,133,0,115,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5469
00006208,2018,3,LIMA,LIMA,LIMA,MINSA,III-2,398,265,68,381,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5474
00005946,2018,1,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,640,343,263,412,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5534
00006216,2018,5,LIMA,LIMA,BREÑA,MINSA,III-2,388,367,27,569,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5635
00006217,2018,1,LIMA,LIMA,LIMA,MINSA,III-2,11,108,27,55,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5677
00006206,2018,1,LIMA,LIMA,LIMA,MINSA,III-1,653,370,165,306,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5682
00005946,2018,5,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,660,339,216,538,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5728
00005947,2018,1,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,124,18,84,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5753
00005883,2018,1,LIMA,LIMA,ATE,MINSA,II-1,51,67,0,50,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5754
00005883,2018,5,LIMA,LIMA,ATE,MINSA,II-1,51,71,0,56,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5804
00010135,2018,5,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,50,104,7,67,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5805
00005946,2018,3,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,660,337,217,502,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5839
00006214,2018,5,LIMA,LIMA,MAGDALENA DEL MAR,MINSA,III-1,590,115,43,132,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5868
00006216,2018,2,LIMA,LIMA,BREÑA,MINSA,III-2,386,471,29,575,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,5957
00006206,2018,5,LIMA,LIMA,LIMA,MINSA,III-1,633,383,152,304,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6003
00017024,2018,4,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,573,262,90,433,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6076
00010751,2018,1,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,283,273,18,234,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6090
00008318,2018,1,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,55,92,4,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6097
00014718,2018,4,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,38,22,2,31,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6156
00013591,2018,2,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,332,464,213,370,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6284
00010135,2018,3,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,50,96,7,68,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6317
00006208,2018,1,LIMA,LIMA,LIMA,MINSA,III-2,403,272,74,381,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6361
00006213,2018,3,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,133,28,171,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6389
00023159,2018,3,LIMA,LIMA,VILLA EL SALVADOR,MINSA,II-E,126,236,0,164,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6427
00006207,2018,5,LIMA,LIMA,LIMA,MINSA,III-1,561,387,178,470,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6435
00008318,2018,6,LIMA,LIMA,SANTA ANITA,ESSALUD,II-1,46,86,4,66,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6479
00009251,2018,1,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,950,1322,415,1060,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6505
00008353,2018,4,LIMA,LIMA,ATE,ESSALUD,II-1,68,106,24,89,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6519
00016094,2018,6,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,34,0,33,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6560
00010098,2018,3,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,20,37,1,58,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6592
00006217,2018,5,LIMA,LIMA,LIMA,MINSA,III-2,11,108,27,55,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6697
00016094,2018,2,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,26,0,23,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6749
00017024,2018,2,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,573,247,90,437,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6751
00010098,2018,4,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,20,38,1,59,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6780
00009188,2018,4,LIMA,LIMA,LIMA,ESSALUD,II-1,49,89,4,56,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6782
00005947,2018,4,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,125,18,84,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6803
00005883,2018,4,LIMA,LIMA,ATE,MINSA,II-1,51,83,0,57,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6806
00006210,2018,1,LIMA,LIMA,SURQUILLO,MINSA,III-2,418,222,190,476,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6845
00006212,2018,5,LIMA,LIMA,LA VICTORIA,MINSA,III-E,52,124,11,124,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6879
00008671,2018,6,LIMA,LIMA,COMAS,ESSALUD,II-1,114,134,0,116,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6956
00007734,2018,3,LIMA,LIMA,CHORRILLOS,MINSA,III-2,36,102,25,23,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6998
00016094,2018,3,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,0,83,28,0,34,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,6999
00008671,2018,4,LIMA,LIMA,COMAS,ESSALUD,II-1,105,122,0,115,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7003
00009251,2018,2,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,969,1327,414,1072,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7075
00009188,2018,3,LIMA,LIMA,LIMA,ESSALUD,II-1,49,89,4,56,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7084
00006213,2018,5,LIMA,LIMA,MIRAFLORES,MINSA,III-E,71,133,28,171,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7095
00014718,2018,5,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,38,25,2,31,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7156
00009251,2018,5,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,957,1308,414,1100,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7157
00008353,2018,6,LIMA,LIMA,ATE,ESSALUD,II-1,68,106,24,89,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7168
00008564,2018,6,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,46,98,0,75,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7169
00006206,2018,12,LIMA,LIMA,LIMA,MINSA,III-1,614,398,173,308,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7217
00010751,2018,5,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,283,273,18,234,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7244
00005947,2018,2,LIMA,LIMA,LURIGANCHO,MINSA,II-2,67,125,18,84,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7260
00008489,2018,3,LIMA,LIMA,MIRAFLORES,ESSALUD,II-2,87,186,1,144,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7262
00010434,2018,6,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,142,38,15,77,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7338
00006210,2018,2,LIMA,LIMA,SURQUILLO,MINSA,III-2,418,222,188,480,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7378
00007734,2018,5,LIMA,LIMA,CHORRILLOS,MINSA,III-2,36,96,32,23,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7406
00017024,2018,6,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,671,269,78,433,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7420
00007733,2018,6,LIMA,LIMA,SAN MARTIN DE PORRES,MINSA,III-2,96,101,44,63,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7427
00013591,2018,1,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,287,515,232,379,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7458
00008502,2018,2,LIMA,LIMA,LIMA,ESSALUD,II-2,229,331,91,199,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7507
00008353,2018,5,LIMA,LIMA,ATE,ESSALUD,II-1,68,106,24,89,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7621
00016918,2018,4,LIMA,LIMA,SAN BORJA,MINSA,III-2,230,366,70,474,data\raw\Capacidad\ConsultaA_Recurso_Salud_2018_v2.csv,7728
