codigo_ipress,anio,mes,CA_CAMAS,CA_MEDICOS_TOTAL,CA_MEDICOS_RESIDENTES,CA_ENFERMERAS,departamento,provincia,distrito,sector,categoria,nombre_ipress,_codigo_original,_anio_original,_mes_original,_clave_valida,_archivo,_registro,_huella_fila,original_ANHO,original_MES,original_UBIGEO,original_DEPARTAMENTO,original_PROVINCIA,original_DISTRITO,original_SECTOR,original_CATEGORIA,original_CO_IPRESS,original_RAZON_SOC,original_CA_CONSULTORIOS,original_CA_CONSULTORIOS_FN,original_CA_CAMAS,original_CA_MEDICOS_TOTAL,original_CA_MEDICOS_SERUM,original_CA_MEDICOS_RESIDENTES,original_CA_ENFERMERAS,original_CA_ODONTOLOGOS,original_CA_PSICOLOGOS,original_CA_NUTRICIONISTAS,original_CA_TECNOLOGOS_MEDICOS,original_CA_OBSTETRICES,original_CA_FARMACEUTICOS,original_CA_AUXILIARES,original_CA_OTROS_PROF,original_CA_AMBULANCIAS,filas_clave
00011416,2020,10,0,0,0,0,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,GOBIERNO REGIONAL,I-1,COLPAPAMPA,00011416,2020,10,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34143,5049009721174101083,2020,10,051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,GOBIERNO REGIONAL,I-1,00011416,COLPAPAMPA,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3
00001339,2020,9,0,0,0,1,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,00001339,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34304,16961589322073185411,2020,09,040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,00001339,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
00023969,2020,9,0,2,0,4,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,00023969,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34305,17060627573737527428,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,00023969,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,6,12,0,2,0,0,4,0,5,0,0,0,1,1,0,0,2
00001325,2020,9,6,11,0,11,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-4,CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL,00001325,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34306,9340163346489951516,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-4,00001325,CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL,19,57,6,11,0,0,11,3,2,1,0,10,2,11,3,2,2
00001378,2020,9,0,1,0,1,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD SONDOR,00001378,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34307,7865173944628798842,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,00001378,PUESTO DE SALUD SONDOR,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
00001342,2020,9,0,1,0,1,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD  B-2,00001342,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34308,2312357753675503672,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-2,00001342,PUESTO DE SALUD  B-2,6,6,0,1,1,0,1,0,0,0,0,2,0,1,0,0,2
00001336,2020,9,0,1,0,0,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,SANTA ISABEL DE SIGUAS,00001336,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34309,12195653742504426130,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,00001336,SANTA ISABEL DE SIGUAS,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2
00001337,2020,9,0,0,0,1,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PITAY,00001337,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34310,7125891575779200008,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-1,00001337,PUESTO DE SALUD PITAY,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
00001326,2020,9,0,2,0,4,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD LA COLINA,00001326,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34311,14193306995946327971,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,00001326,CENTRO DE SALUD LA COLINA,10,20,0,2,1,0,4,1,1,1,0,4,1,3,1,1,2
00001340,2020,9,0,1,0,0,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD QUERQUE,00001340,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34312,5327451710612066492,2020,09,040511,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,00001340,PUESTO DE SALUD QUERQUE,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2
00001339,2020,9,0,0,0,1,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,00001339,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34313,16961589322073185411,2020,09,040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,GOBIERNO REGIONAL,I-1,00001339,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
00023969,2020,9,0,2,0,4,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,00023969,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34314,17060627573737527428,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,00023969,CENTRO DE SALUD MENTAL COMUNITARIO MAJES,6,12,0,2,0,0,4,0,5,0,0,0,1,1,0,0,2
00001325,2020,9,6,11,0,11,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-4,CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL,00001325,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34316,9340163346489951516,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-4,00001325,CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL,19,57,6,11,0,0,11,3,2,1,0,10,2,11,3,2,2
00001378,2020,9,0,1,0,1,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD SONDOR,00001378,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34317,7865173944628798842,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,00001378,PUESTO DE SALUD SONDOR,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
00001342,2020,9,0,1,0,1,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD  B-2,00001342,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34318,2312357753675503672,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-2,00001342,PUESTO DE SALUD  B-2,6,6,0,1,1,0,1,0,0,0,0,2,0,1,0,0,2
00001336,2020,9,0,1,0,0,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,SANTA ISABEL DE SIGUAS,00001336,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34319,12195653742504426130,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-2,00001336,SANTA ISABEL DE SIGUAS,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2
00001337,2020,9,0,0,0,1,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD PITAY,00001337,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34320,7125891575779200008,2020,09,040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,GOBIERNO REGIONAL,I-1,00001337,PUESTO DE SALUD PITAY,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
00001326,2020,9,0,2,0,4,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,CENTRO DE SALUD LA COLINA,00001326,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34321,14193306995946327971,2020,09,040520,AREQUIPA,CAYLLOMA,MAJES,GOBIERNO REGIONAL,I-3,00001326,CENTRO DE SALUD LA COLINA,10,20,0,2,1,0,4,1,1,1,0,4,1,3,1,1,2
00001340,2020,9,0,1,0,0,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,PUESTO DE SALUD QUERQUE,00001340,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34322,5327451710612066492,2020,09,040511,AREQUIPA,CAYLLOMA,LLUTA,GOBIERNO REGIONAL,I-2,00001340,PUESTO DE SALUD QUERQUE,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2
00000598,2020,11,0,0,0,0,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,P.S CUYRUHUASI,00000598,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34381,1241341529466773583,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000598,P.S CUYRUHUASI,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00000600,2020,11,0,0,0,0,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,UCHURACRA,00000600,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34382,6656388266326974125,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000600,UCHURACRA,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00000599,2020,11,0,0,0,1,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,P.S CONDORCOCHA,00000599,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34383,14059813432939756398,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000599,P.S CONDORCOCHA,5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00000598,2020,11,0,0,0,0,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,P.S CUYRUHUASI,00000598,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34385,1241341529466773583,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000598,P.S CUYRUHUASI,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00000600,2020,11,0,0,0,0,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,UCHURACRA,00000600,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34386,6656388266326974125,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000600,UCHURACRA,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00000599,2020,11,0,0,0,1,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,P.S CONDORCOCHA,00000599,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34387,14059813432939756398,2020,11,120705,JUNIN,TARMA,LA UNION,GOBIERNO REGIONAL,I-1,00000599,P.S CONDORCOCHA,5,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004236,2020,12,0,1,0,4,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,COLASAY,00004236,2020,12,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34473,3923259204315778404,2020,12,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,00004236,COLASAY,1,1,0,1,0,0,4,2,0,0,0,2,0,4,1,0,2
00004239,2020,12,0,0,0,1,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,CEDRO PASTO,00004239,2020,12,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34474,15033847627642435837,2020,12,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,00004239,CEDRO PASTO,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004236,2020,12,0,1,0,4,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,COLASAY,00004236,2020,12,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34475,3923259204315778404,2020,12,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,00004236,COLASAY,1,1,0,1,0,0,4,2,0,0,0,2,0,4,1,0,2
00004239,2020,12,0,0,0,1,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,CEDRO PASTO,00004239,2020,12,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34477,15033847627642435837,2020,12,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,00004239,CEDRO PASTO,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00000421,2020,9,0,0,0,1,JUNIN,JAUJA,RICRAN,GOBIERNO REGIONAL,I-1,APAYCANCHA,00000421,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34512,5687530441051199603,2020,09,120427,JUNIN,JAUJA,RICRAN,GOBIERNO REGIONAL,I-1,00000421,APAYCANCHA,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00000417,2020,9,0,0,0,1,JUNIN,JAUJA,PANCAN,GOBIERNO REGIONAL,I-1,PANCAN,00000417,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34513,5381476741461222104,2020,09,120424,JUNIN,JAUJA,PANCAN,GOBIERNO REGIONAL,I-1,00000417,PANCAN,3,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2
00000418,2020,9,0,0,0,0,JUNIN,JAUJA,PANCAN,GOBIERNO REGIONAL,I-1,HUASQUICHA,00000418,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34514,10577976833339052762,2020,09,120424,JUNIN,JAUJA,PANCAN,GOBIERNO REGIONAL,I-1,00000418,HUASQUICHA,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
00000423,2020,9,0,1,0,2,JUNIN,JAUJA,YAULI,GOBIERNO REGIONAL,I-2,YAULI - JAUJA,00000423,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34515,18307701319483174267,2020,09,120433,JUNIN,JAUJA,YAULI,GOBIERNO REGIONAL,I-2,00000423,YAULI - JAUJA,9,7,0,1,0,0,2,1,0,0,0,1,0,3,1,0,2
00000422,2020,9,0,0,0,1,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,GOBIERNO REGIONAL,I-1,SAN PEDRO DE CHUNAN,00000422,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34516,2013863141269422987,2020,09,120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,GOBIERNO REGIONAL,I-1,00000422,SAN PEDRO DE CHUNAN,3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
00021587,2020,9,0,0,0,1,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,ALTO PACHIZA,00021587,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34693,7683915371148296745,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00021587,ALTO PACHIZA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00006535,2020,9,0,0,0,1,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,SAN REGIS,00006535,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34695,10035422869143952704,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006535,SAN REGIS,3,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2
00006539,2020,9,4,1,0,1,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-2,PASARRAYA,00006539,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34696,13467677741978913952,2020,09,220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-2,00006539,PASARRAYA,5,5,4,1,1,0,1,0,0,0,0,1,0,4,0,0,2
00006530,2020,9,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,7 DE JUNIO-AHUIHUA,00006530,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34697,17681185660722402369,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006530,7 DE JUNIO-AHUIHUA,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00006529,2020,9,120,13,13,12,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-4,RURAL SAPOSOA,00006529,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34698,6142658266030706112,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-4,00006529,RURAL SAPOSOA,9,16,120,13,0,13,12,1,1,0,0,6,1,30,3,3,2
00006531,2020,9,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,ALMENDRAS,00006531,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34699,7453362695137270552,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006531,ALMENDRAS,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00006533,2020,9,0,1,0,1,SAN MARTIN,HUALLAGA,PISCOYACU,GOBIERNO REGIONAL,I-1,PISCOYACU,00006533,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34700,6493338288954111844,2020,09,220404,SAN MARTIN,HUALLAGA,PISCOYACU,GOBIERNO REGIONAL,I-1,00006533,PISCOYACU,2,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2
00006538,2020,9,0,1,0,2,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-3,EL DORADO,00006538,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34701,17116189184109633103,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-3,00006538,EL DORADO,1,1,0,1,1,0,2,1,0,0,0,3,0,3,1,1,2
00006540,2020,9,0,0,0,1,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,NUEVA VIDA,00006540,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34702,1525875710679774648,2020,09,220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,00006540,NUEVA VIDA,2,2,0,0,0,0,1,0,0,0,0,1,0,5,0,0,2
00021587,2020,9,0,0,0,1,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,ALTO PACHIZA,00021587,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34703,7683915371148296745,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00021587,ALTO PACHIZA,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
00006537,2020,9,2,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,CHAMBIRA,00006537,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34704,1503735780264362914,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006537,CHAMBIRA,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00006541,2020,9,0,0,0,0,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,YACUSISA,00006541,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34705,507767775189828050,2020,09,220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,GOBIERNO REGIONAL,I-1,00006541,YACUSISA,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
00026163,2020,9,0,0,0,1,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,AGUA AZUL,00026163,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34706,5054451189229848396,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00026163,AGUA AZUL,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2
00006536,2020,9,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,INTIYACU,00006536,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34707,16421483536428081175,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006536,INTIYACU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00006534,2020,9,0,0,0,0,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,SAN ANDRES,00006534,2020,09,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34708,16832627798093203638,2020,09,220401,SAN MARTIN,HUALLAGA,SAPOSOA,GOBIERNO REGIONAL,I-1,00006534,SAN ANDRES,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
00004236,2020,11,0,1,0,4,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,COLASAY,00004236,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34778,14482417769769459467,2020,11,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,00004236,COLASAY,1,2,0,1,0,0,4,2,0,0,0,2,0,4,1,1,2
00004239,2020,11,0,0,0,1,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,CEDRO PASTO,00004239,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34779,5571428643381419154,2020,11,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,00004239,CEDRO PASTO,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00004236,2020,11,0,1,0,4,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,COLASAY,00004236,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34780,14482417769769459467,2020,11,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-3,00004236,COLASAY,1,2,0,1,0,0,4,2,0,0,0,2,0,4,1,1,2
00004239,2020,11,0,0,0,1,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,CEDRO PASTO,00004239,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34782,5571428643381419154,2020,11,060804,CAJAMARCA,JAEN,COLASAY,GOBIERNO REGIONAL,I-1,00004239,CEDRO PASTO,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00006613,2020,11,0,0,0,1,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GOBIERNO REGIONAL,I-1,PATAHUASI,00006613,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34815,5549942414516842319,2020,11,051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GOBIERNO REGIONAL,I-1,00006613,PATAHUASI,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00006614,2020,11,0,0,0,2,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GOBIERNO REGIONAL,I-1,POMACOCHA,00006614,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34816,10708383610329287943,2020,11,051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,GOBIERNO REGIONAL,I-1,00006614,POMACOCHA,5,5,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2
00021259,2020,11,0,0,0,1,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,GOBIERNO REGIONAL,I-1,PUESTO DE SALUD OCCO,00021259,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34817,13147402116306502408,2020,11,051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,GOBIERNO REGIONAL,I-1,00021259,PUESTO DE SALUD OCCO,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2
00003841,2020,11,0,0,0,1,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,GOBIERNO REGIONAL,I-2,ACCOMARCA,00003841,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34818,18281670345079742896,2020,11,051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,GOBIERNO REGIONAL,I-2,00003841,ACCOMARCA,5,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
00003842,2020,11,0,0,0,1,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,GOBIERNO REGIONAL,I-1,HUARCAS,00003842,2020,11,True,data\raw\Capacidad\ConsultaA_Recursos_Salud_2020_v7.csv,34819,3678967322968896703,2020,11,051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,GOBIERNO REGIONAL,I-1,00003842,HUARCAS,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
