archivo,fila_csv_aproximada,regla,severidad,descripcion,anio,mes,codigo_ipress,nombre_ipress,servicio_hospitalizacion,valores_relevantes,en_alcance_modelo,estado_revision
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9437,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,11,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""868"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""480"", ""ocupacion_auditada"": 1.8083333333333333}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9439,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,11,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""908"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""720"", ""ocupacion_auditada"": 1.261111111111111}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9671,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,04,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""553"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""450"", ""ocupacion_auditada"": 1.228888888888889}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9673,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,04,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""808"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""540"", ""ocupacion_auditada"": 1.4962962962962962}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9985,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,03,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""356"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""232"", ""ocupacion_auditada"": 1.5344827586206897}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,9989,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,03,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""546"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""242"", ""ocupacion_auditada"": 2.256198347107438}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,10049,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,03,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""770"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""558"", ""ocupacion_auditada"": 1.3799283154121864}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,10312,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,02,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""844"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""616"", ""ocupacion_auditada"": 1.37012987012987}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,15215,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,08,00009251,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS  (UCI) NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""705"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""465"", ""ocupacion_auditada"": 1.5161290322580645}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,17216,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""185"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""150"", ""ocupacion_auditada"": 1.2333333333333334}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,18040,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,11,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""149"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""120"", ""ocupacion_auditada"": 1.2416666666666667}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,18376,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""551"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""450"", ""ocupacion_auditada"": 1.2244444444444444}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,18378,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""892"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""540"", ""ocupacion_auditada"": 1.651851851851852}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,19621,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00009251,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,HOSPITALIZACIÓN MEDICINA PSIQUIATRÍA PISIQUIATRIA/ SALUD MENTAL Y ADICCIONES,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""116"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""93"", ""ocupacion_auditada"": 1.2473118279569892}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,19642,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00009251,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS  (UCI) NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""662"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""465"", ""ocupacion_auditada"": 1.4236559139784946}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,19766,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""860"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""682"", ""ocupacion_auditada"": 1.2609970674486803}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,19767,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""966"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""496"", ""ocupacion_auditada"": 1.9475806451612903}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,19769,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""911"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""744"", ""ocupacion_auditada"": 1.2244623655913978}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,22253,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,11,00006211,HOSPITAL DE APOYO SANTA ROSA,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""1116"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""810"", ""ocupacion_auditada"": 1.3777777777777778}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,22383,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,08,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""510"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""372"", ""ocupacion_auditada"": 1.3709677419354838}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,23298,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,12,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""795"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""496"", ""ocupacion_auditada"": 1.6028225806451613}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,23300,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,12,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""909"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""744"", ""ocupacion_auditada"": 1.221774193548387}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,23816,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00009251,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS  (UCI) NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""690"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""450"", ""ocupacion_auditada"": 1.5333333333333334}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,24327,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,05,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""997"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""558"", ""ocupacion_auditada"": 1.7867383512544803}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26201,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,07,00023159,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""224"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""186"", ""ocupacion_auditada"": 1.2043010752688172}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26202,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,07,00023159,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS  (UCI) NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""88"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""62"", ""ocupacion_auditada"": 1.4193548387096775}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26224,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,08,00023159,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI) ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""233"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""186"", ""ocupacion_auditada"": 1.2526881720430108}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26225,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,08,00023159,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS  (UCI) NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""160"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""62"", ""ocupacion_auditada"": 2.5806451612903225}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26639,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""294"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""150"", ""ocupacion_auditada"": 1.96}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26641,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""772"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""630"", ""ocupacion_auditada"": 1.2253968253968255}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26644,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""49"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""30"", ""ocupacion_auditada"": 1.6333333333333333}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26841,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""866"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""660"", ""ocupacion_auditada"": 1.312121212121212}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26842,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""665"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""450"", ""ocupacion_auditada"": 1.4777777777777779}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,26844,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,09,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""883"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""720"", ""ocupacion_auditada"": 1.226388888888889}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,27654,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00006211,HOSPITAL DE APOYO SANTA ROSA,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""672"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""540"", ""ocupacion_auditada"": 1.2444444444444445}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,27657,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00006211,HOSPITAL DE APOYO SANTA ROSA,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""507"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""360"", ""ocupacion_auditada"": 1.4083333333333334}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28274,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,07,00007632,HOSPITAL CARLOS LANFRANCO LA HOZ,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""932"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""744"", ""ocupacion_auditada"": 1.2526881720430108}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28768,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""1519"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""911"", ""ocupacion_auditada"": 1.6673984632272227}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28769,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""239"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""181"", ""ocupacion_auditada"": 1.3204419889502763}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28772,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""296"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""63"", ""ocupacion_auditada"": 4.698412698412699}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28774,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,06,00017024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""2586"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""1514"", ""ocupacion_auditada"": 1.7080581241743724}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,28973,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,07,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""788"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""651"", ""ocupacion_auditada"": 1.2104454685099846}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,29632,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,05,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""353"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""279"", ""ocupacion_auditada"": 1.2652329749103943}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,29809,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00006210,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""4746"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""3782"", ""ocupacion_auditada"": 1.2548915917503967}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,29868,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,11,00008317,HOSPITAL AURELIO DIAZ UFANO Y PERAL,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""252"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""30"", ""ocupacion_auditada"": 8.4}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,29984,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,07,00005947,HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""52"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""31"", ""ocupacion_auditada"": 1.6774193548387097}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,31483,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""423"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""310"", ""ocupacion_auditada"": 1.364516129032258}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,31490,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,10,00005945,HOSPITAL VITARTE,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA  ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""59"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""31"", ""ocupacion_auditada"": 1.903225806451613}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2017_v1.csv,31534,Q08,REVISAR,Ocupación auditada mayor a 120%,2017,05,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA ,"{""NRO_TOTAL_PACIENTES_CAMAS"": ""903"", ""NRO_TOTAL_CAMAS_DISPONIB"": ""744"", ""ocupacion_auditada"": 1.2137096774193548}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2018_v2.csv,538,Q05,REVISAR,Cero camas con actividad hospitalaria,2018,03,00007634,NACIONAL SERGIO E. BERNALES,UNIDAD DE CUIDADOS CRITICOS UNIDAD  DE CUIDADOS INTENSIVOS GENERALES (UCI) ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""1"", ""NRO_TOTAL_HOSPIT_EGR"": ""0"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""0"", ""NRO_TOTAL_ESTANCIAS"": ""0""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2018_v2.csv,1442,Q05,REVISAR,Cero camas con actividad hospitalaria,2018,08,00005617,HOSPITAL SAN JUAN DE LURIGANCHO,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA   ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""504"", ""NRO_TOTAL_HOSPIT_EGR"": ""509"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""1041"", ""NRO_TOTAL_ESTANCIAS"": ""962""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
ConsultaD1_Hospitalizaciones_Especialidad_2018_v2.csv,1443,Q05,REVISAR,Cero camas con actividad hospitalaria,2018,08,00005617,HOSPITAL SAN JUAN DE LURIGANCHO,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL ,"{""NRO_TOTAL_CAMAS"": ""0"", ""NRO_TOTAL_HOSPIT_ING"": ""186"", ""NRO_TOTAL_HOSPIT_EGR"": ""174"", ""NRO_TOTAL_PACIENTES_CAMAS"": ""466"", ""NRO_TOTAL_ESTANCIAS"": ""446""}",True,PENDIENTE_VALIDACION_NO_USAR_ENTRENAMIENTO
