anio,mes,ubigeo,departamento,provincia,distrito,sector,categoria_ipress,codigo_ipress,nombre_ipress,id_hospitalizacion,servicio_hospitalizacion,total_ingresos,total_egresos,total_estancias,total_pacientes_camas,total_camas,total_camas_disponibles,total_fallecidos,dias_mes,promedio_estancia,tasa_fallecidos,ratio_camas_disponibles,ocupacion_estimada,presion_ingresos_camas,rotacion_camas,diferencia_ingresos_egresos,nivel_riesgo,nivel_riesgo_codificado
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,146,137,294,336,12,360,0,30,2.145985401459854,0.0,30.0,0.9333333333333333,0.40555555555555556,11.416666666666666,9,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,39,44,328,296,11,330,0,30,7.454545454545454,0.0,30.0,0.896969696969697,0.11818181818181818,4.0,-5,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,17,20,75,83,3,90,0,30,3.75,0.0,30.0,0.9222222222222223,0.18888888888888888,6.666666666666667,-3,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,89,85,146,112,4,120,0,30,1.7176470588235293,0.0,30.0,0.9333333333333333,0.7416666666666667,21.25,4,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,111,108,756,792,28,840,5,30,7.0,0.046296296296296294,30.0,0.9428571428571428,0.13214285714285715,3.857142857142857,3,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,77,76,234,236,8,240,0,30,3.0789473684210527,0.0,30.0,0.9833333333333333,0.32083333333333336,9.5,1,alto,2
2015,9,150103,LIMA,LIMA,ATE,ESSALUD,II-1,00008353,ESSALUD - HOSPITAL II VITARTE,250304,HOSPIT. EN UNIDAD DE CUID.INTEN.-UNIDAD DE VIGILANCIA INTENSIVA (UVI)-MEDICINA,7,8,16,11,4,120,1,30,2.0,0.125,30.0,0.09166666666666666,0.058333333333333334,2.0,-1,bajo,0
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,14,17,247,234,9,270,0,30,14.529411764705882,0.0,30.0,0.8666666666666667,0.05185185185185185,1.8888888888888888,-3,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240400,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,14,16,207,451,19,570,0,30,12.9375,0.0,30.0,0.7912280701754386,0.02456140350877193,0.8421052631578947,-2,medio,1
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,22,92,842,656,22,660,0,30,9.152173913043478,0.0,30.0,0.9939393939393939,0.03333333333333333,4.181818181818182,-70,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240801,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA QUEMADOS,52,56,575,497,18,540,0,30,10.267857142857142,0.0,30.0,0.9203703703703704,0.0962962962962963,3.111111111111111,-4,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,4,21,421,652,22,660,1,30,20.047619047619047,0.047619047619047616,30.0,0.9878787878787879,0.006060606060606061,0.9545454545454546,-17,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,20,54,891,917,36,1080,0,30,16.5,0.0,30.0,0.8490740740740741,0.018518518518518517,1.5,-34,medio,1
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,19,30,209,169,10,300,0,30,6.966666666666667,0.0,30.0,0.5633333333333334,0.06333333333333334,3.0,-11,bajo,0
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242000,HOSPITALIZACIÓN DE MEDICINA MEDICINA TROPICAL E INFECCIOSAS,9,46,637,644,28,840,0,30,13.847826086956522,0.0,30.0,0.7666666666666667,0.010714285714285714,1.6428571428571428,-37,medio,1
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,0,228,2393,2219,81,2430,3,30,10.49561403508772,0.013157894736842105,30.0,0.9131687242798354,0.0,2.814814814814815,-228,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242600,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,21,24,334,528,24,720,1,30,13.916666666666666,0.041666666666666664,30.0,0.7333333333333333,0.029166666666666667,1.0,-3,medio,1
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242700,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA DERMATOLOGÍA PEDIÁTRICA,0,30,230,261,10,300,0,30,7.666666666666667,0.0,30.0,0.87,0.0,3.0,-30,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,242900,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA GASTROENTEROLOGÍA PEDIÁTRICA,12,15,353,294,10,300,1,30,23.533333333333335,0.06666666666666667,30.0,0.98,0.04,1.5,-3,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243000,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA GINECOLOGÍA PEDIÁTRICA,6,11,52,32,2,60,0,30,4.7272727272727275,0.0,30.0,0.5333333333333333,0.1,5.5,-5,medio,1
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243100,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEFROLOGÍA PEDIÁTRICA,2,8,166,177,6,180,0,30,20.75,0.0,30.0,0.9833333333333333,0.011111111111111112,1.3333333333333333,-6,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,0,5,120,290,10,300,0,30,24.0,0.0,30.0,0.9666666666666667,0.0,0.5,-5,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUMOLOGÍA PEDIÁTRICA,5,19,568,669,23,690,0,30,29.894736842105264,0.0,30.0,0.9695652173913043,0.007246376811594203,0.8260869565217391,-14,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243400,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEUROLOGÍA PEDIÁTRICA,0,18,448,440,15,450,0,30,24.88888888888889,0.0,30.0,0.9777777777777777,0.0,1.2,-18,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243500,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OFTALMOLOGÍA PEDIÁTRICA,0,1,16,5,1,30,0,30,16.0,0.0,30.0,0.16666666666666666,0.0,1.0,-1,bajo,0
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,243700,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA OTORRINOLARINGOLOGÍA PEDIÁTRICA,27,35,190,134,13,390,0,30,5.428571428571429,0.0,30.0,0.3435897435897436,0.06923076923076923,2.6923076923076925,-8,bajo,0
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,244500,HOSPITALIZACIÓN DE MEDICINA HEMATOLOGÍA,2,5,101,115,4,120,1,30,20.2,0.2,30.0,0.9583333333333334,0.016666666666666666,1.25,-3,alto,2
2015,9,150105,LIMA,LIMA,BREÑA,MINSA,III-2,00006216,INSTITUTO NACIONAL DE SALUD DEL NIÑO,250108,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS (UCI) PEDIÁTRICA,0,4,147,474,16,480,4,30,36.75,1.0,30.0,0.9875,0.0,0.25,-4,alto,2
2015,9,150108,LIMA,LIMA,CHORRILLOS,MINSA,III-2,00007734,"INSTITUTO NACIONAL DE REHABILITACION ""DRA. ADRIANA REBAZA FLORES"" AMISTAD PERU - JAPON",240000,HOSPITALIZACIÓN,7,12,1217,790,36,1080,0,30,101.41666666666667,0.0,30.0,0.7314814814814815,0.006481481481481481,0.3333333333333333,-5,medio,1
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,143,198,1886,2195,75,2250,0,30,9.525252525252526,0.0,30.0,0.9755555555555555,0.06355555555555556,2.64,-55,alto,2
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,55,64,247,413,15,450,0,30,3.859375,0.0,30.0,0.9177777777777778,0.12222222222222222,4.266666666666667,-9,alto,2
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,241600,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,621,672,2063,2250,80,2400,0,30,3.0699404761904763,0.0,30.0,0.9375,0.25875,8.4,-51,alto,2
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,48,114,1696,1958,69,2070,12,30,14.87719298245614,0.10526315789473684,30.0,0.9458937198067633,0.02318840579710145,1.6521739130434783,-66,alto,2
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,125,143,537,675,40,1200,0,30,3.7552447552447554,0.0,30.0,0.5625,0.10416666666666667,3.575,-18,medio,1
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,161,191,1189,589,32,960,4,30,6.225130890052356,0.020942408376963352,30.0,0.6135416666666667,0.16770833333333332,5.96875,-30,alto,2
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,250100,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),1,3,33,26,2,60,1,30,11.0,0.3333333333333333,30.0,0.43333333333333335,0.016666666666666666,1.5,-2,bajo,0
2015,9,150110,LIMA,LIMA,COMAS,MINSA,III-1,00007634,NACIONAL SERGIO E. BERNALES,250200,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),5,47,543,339,12,360,1,30,11.553191489361701,0.02127659574468085,30.0,0.9416666666666667,0.013888888888888888,3.9166666666666665,-42,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,269,267,3465,3715,117,3510,2,30,12.97752808988764,0.00749063670411985,30.0,1.0584045584045585,0.07663817663817664,2.282051282051282,2,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,30,31,385,324,12,360,0,30,12.419354838709678,0.0,30.0,0.9,0.08333333333333333,2.5833333333333335,-1,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,47,33,125,172,7,210,0,30,3.787878787878788,0.0,30.0,0.819047619047619,0.22380952380952382,4.714285714285714,14,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240800,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PLÁSTICA/RECONSTRUCTIVA/ REPARADORA,14,13,316,349,10,300,0,30,24.307692307692307,0.0,30.0,1.1633333333333333,0.04666666666666667,1.3,1,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,28,24,322,712,22,660,0,30,13.416666666666666,0.0,30.0,1.0787878787878789,0.04242424242424243,1.0909090909090908,4,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241100,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,4,3,13,45,6,180,0,30,4.333333333333333,0.0,30.0,0.25,0.022222222222222223,0.5,1,bajo,0
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,54,55,1325,1370,50,1500,2,30,24.09090909090909,0.03636363636363636,30.0,0.9133333333333333,0.036,1.1,-1,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,24,29,306,254,12,360,0,30,10.551724137931034,0.0,30.0,0.7055555555555556,0.06666666666666667,2.4166666666666665,-5,medio,1
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241400,HOSPITALIZACIÓN QUIRÚRGICA GINECO - OBSTETRICIA,27,27,91,63,6,180,0,30,3.3703703703703702,0.0,30.0,0.35,0.15,4.5,0,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,77,80,386,792,35,1050,0,30,4.825,0.0,30.0,0.7542857142857143,0.07333333333333333,2.2857142857142856,-3,medio,1
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241600,HOSPITALIZACIÓN QUIRÚRGICA OBSTETRICIA,664,664,1880,1269,67,2010,0,30,2.8313253012048194,0.0,30.0,0.6313432835820896,0.33034825870646767,9.91044776119403,0,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241800,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,32,30,344,666,18,540,3,30,11.466666666666667,0.1,30.0,1.2333333333333334,0.05925925925925926,1.6666666666666667,2,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,360,352,4216,4866,170,5100,44,30,11.977272727272727,0.125,30.0,0.9541176470588235,0.07058823529411765,2.070588235294118,8,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,242200,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,10,11,29,58,3,90,0,30,2.6363636363636362,0.0,30.0,0.6444444444444445,0.1111111111111111,3.6666666666666665,-1,medio,1
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,109,91,517,1122,40,1200,1,30,5.681318681318682,0.01098901098901099,30.0,0.935,0.09083333333333334,2.275,18,alto,2
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,243200,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA NEONATOLOGÍA,90,88,874,929,47,1410,8,30,9.931818181818182,0.09090909090909091,30.0,0.6588652482269504,0.06382978723404255,1.872340425531915,2,bajo,0
2015,9,150111,LIMA,LIMA,EL AGUSTINO,MINSA,III-1,00005946,HOSPITAL NACIONAL HIPOLITO UNANUE,250200,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTERMEDIOS GENERAL (UCIN),9,4,93,203,7,210,2,30,23.25,0.5,30.0,0.9666666666666667,0.04285714285714286,0.5714285714285714,5,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,497,390,6091,5288,182,5460,2,30,15.617948717948718,0.005128205128205128,30.0,0.9684981684981685,0.09102564102564102,2.142857142857143,107,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,240200,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE CABEZA Y CUELLO / MÁXILO FACIAL,57,50,378,309,11,330,0,30,7.56,0.0,30.0,0.9363636363636364,0.17272727272727273,4.545454545454546,7,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,240600,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,54,39,215,239,8,240,0,30,5.512820512820513,0.0,30.0,0.9958333333333333,0.225,4.875,15,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,136,129,773,806,30,900,1,30,5.992248062015504,0.007751937984496124,30.0,0.8955555555555555,0.1511111111111111,4.3,7,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,240900,HOSPITALIZACIÓN QUIRÚRGICA NEUROCIRUGÍA,251,76,1784,2047,70,2100,9,30,23.473684210526315,0.11842105263157894,30.0,0.9747619047619047,0.11952380952380952,1.0857142857142856,175,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241100,HOSPITALIZACIÓN QUIRÚRGICA OTORRINOLARINGOLOGÍA,85,66,321,353,12,360,0,30,4.863636363636363,0.0,30.0,0.9805555555555555,0.2361111111111111,5.5,19,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241200,HOSPITALIZACIÓN QUIRÚRGICA TRAUMATOLOGÍA Y ORTOPEDIA,247,227,3152,3144,111,3330,2,30,13.885462555066079,0.00881057268722467,30.0,0.9441441441441442,0.07417417417417417,2.045045045045045,20,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241300,HOSPITALIZACIÓN QUIRÚRGICA UROLOGÍA,120,103,1849,1428,48,1440,0,30,17.95145631067961,0.0,30.0,0.9916666666666667,0.08333333333333333,2.1458333333333335,17,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241500,HOSPITALIZACIÓN QUIRÚRGICA GINECOLOGÍA,983,956,4937,4640,159,4770,0,30,5.164225941422594,0.0,30.0,0.9727463312368972,0.2060796645702306,6.012578616352202,27,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241800,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,478,244,2570,3210,111,3330,11,30,10.532786885245901,0.045081967213114756,30.0,0.963963963963964,0.14354354354354354,2.1981981981981984,234,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,241900,HOSPITALIZACIÓN DE MEDICINA MEDICINA INTERNA,1077,779,13903,12735,447,13410,73,30,17.84724005134788,0.09370988446726572,30.0,0.9496644295302014,0.08031319910514541,1.7427293064876956,298,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,242100,HOSPITALIZACIÓN DE MEDICINA ONCOLOGÍA MÉDICA,216,194,1805,1471,50,1500,6,30,9.304123711340207,0.030927835051546393,30.0,0.9806666666666667,0.144,3.88,22,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,242200,HOSPITALIZACIÓN DE MEDICINA PSIQUIATRÍA,125,136,1944,1739,62,1860,0,30,14.294117647058824,0.0,30.0,0.9349462365591398,0.06720430107526881,2.193548387096774,-11,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,242300,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRÍA GENERAL,305,211,8358,2977,114,3420,13,30,39.611374407582936,0.061611374407582936,30.0,0.87046783625731,0.0891812865497076,1.8508771929824561,94,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,242800,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA ENDOCRINOLOGÍA PEDIÁTRICA,94,90,705,717,24,720,1,30,7.833333333333333,0.011111111111111112,30.0,0.9958333333333333,0.13055555555555556,3.75,4,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,250100,UNIDAD DE CUIDADOS CRITICOS UNIDAD DE CUIDADOS INTENSIVOS GENERALES (UCI),92,18,610,1891,68,2040,16,30,33.888888888888886,0.8888888888888888,30.0,0.9269607843137255,0.045098039215686274,0.2647058823529412,74,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,00018011,INCOR,241800,HOSPITALIZACIÓN DE MEDICINA MEDICINA GENERAL,214,217,1561,1727,72,2096,6,30,7.193548387096774,0.027649769585253458,29.11111111111111,0.799537037037037,0.10209923664122138,3.013888888888889,-3,medio,1
2015,9,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,00018011,INCOR,242600,HOSPITALIZACIÓN DE PEDIATRÍA PEDIATRIA CARDIOLOGÍA PEDIÁTRICA,80,79,747,567,22,660,2,30,9.455696202531646,0.02531645569620253,30.0,0.8590909090909091,0.12121212121212122,3.590909090909091,1,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,00013591,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,240100,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA GENERAL,136,126,936,1030,45,1350,3,30,7.428571428571429,0.023809523809523808,30.0,0.762962962962963,0.10074074074074074,2.8,10,medio,1
2015,9,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,00013591,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,240400,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA DE TÓRAX Y CARDIOVASCULAR,13,16,363,285,12,360,1,30,22.6875,0.0625,30.0,0.7916666666666666,0.03611111111111111,1.3333333333333333,-3,medio,1
2015,9,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,00013591,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,240600,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA OFTALMOLÓGICA,10,6,141,159,6,180,0,30,23.5,0.0,30.0,0.8833333333333333,0.05555555555555555,1.0,4,alto,2
2015,9,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,00013591,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,240700,HOSPITALIZACIÓN QUIRÚRGICA CIRUGÍA PEDIÁTRICA,17,16,107,158,12,360,0,30,6.6875,0.0,30.0,0.4388888888888889,0.04722222222222222,1.3333333333333333,1,bajo,0
