anio_prueba,n_test,log_loss,brier_multiclase,confianza_media_maxima,accuracy_argmax,brecha_confianza_accuracy,ece_clase_0,brier_clase_0,clase,bin,limite_inferior,limite_superior,ultimo_bin_incluye_1,n_bin,probabilidad_media,frecuencia_observada,ece_clase,brier_clase,ece_clase_1,brier_clase_1,ece_clase_2,brier_clase_2,ece_macro,alerta_calibracion,observacion,test_sha256,probabilidades_sha256
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,0,0.0,0.1,False,1117,0.03874578750850725,0.03939122649955237,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,1,0.1,0.2,False,510,0.14652183102626426,0.10980392156862745,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,2,0.2,0.3,False,344,0.24705526341012743,0.22674418604651161,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,3,0.3,0.4,False,241,0.3475045543241303,0.34024896265560167,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,4,0.4,0.5,False,210,0.4505291165340514,0.41904761904761906,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,5,0.5,0.6,False,182,0.5465656813684401,0.5439560439560439,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,6,0.6,0.7,False,201,0.6500674234100835,0.6915422885572139,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,7,0.7,0.8,False,216,0.7531537924099851,0.7777777777777778,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,8,0.8,0.9,False,297,0.8550740241603016,0.8821548821548821,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
2021,3996,0.6337498730532273,0.35760615233163673,0.724191395981653,0.741991991991992,-0.0178005960103389,0.014672095173197496,0.10949244847357621,0,9,0.9,1.0,True,678,0.9577246565031091,0.9601769911504425,0.014672095173197496,0.10949244847357621,0.06100425943340715,0.1279124236907913,0.06399138596813052,0.12020128016726923,0.04655591352491172,False,"Sin alerta según criterio exploratorio; no demuestra probabilidades calibradas, especialmente con muestras pequeñas.",59884a8ccf437f401ddb72f4e24a89939dd62a977db9fc8d5b22a6f4ebeed342,7790a926d7e11a868dc5a374b0ba034036111894f4d11b95c604db2170380c80
